game_id	schedule_date	schedule_season	team_home	score_home	score_away	team_away	winning_team
11-27-2022-titans	11/27/2022	2022	titans	16	20	bengals	bengals
11-27-2022-commanders	11/27/2022	2022	commanders	19	13	falcons	commanders
11-28-2022-colts	11/28/2022	2022	colts	17	24	steelers	steelers
12-1-2022-patriots	12/1/2022	2022	patriots	10	24	bills	bills
12-4-2022-falcons	12/4/2022	2022	falcons	16	19	steelers	steelers
12-4-2022-ravens	12/4/2022	2022	ravens	10	9	broncos	ravens
12-4-2022-bears	12/4/2022	2022	bears	19	28	packers	packers
12-4-2022-bengals	12/4/2022	2022	bengals	27	24	chiefs	bengals
12-4-2022-cowboys	12/4/2022	2022	cowboys	54	19	colts	cowboys
12-4-2022-lions	12/4/2022	2022	lions	40	14	jaguars	lions
12-4-2022-texans	12/4/2022	2022	texans	14	27	browns	browns
12-4-2022-raiders	12/4/2022	2022	raiders	27	20	chargers	raiders
12-4-2022-rams	12/4/2022	2022	rams	23	27	seahawks	seahawks
12-4-2022-vikings	12/4/2022	2022	vikings	27	22	jets	vikings
12-4-2022-giants	12/4/2022	2022	giants	20	20	commanders	tie
12-4-2022-eagles	12/4/2022	2022	eagles	35	10	titans	eagles
12-4-2022-49ers	12/4/2022	2022	49ers	33	17	dolphins	49ers
12-5-2022-buccaneers	12/5/2022	2022	buccaneers	17	16	saints	buccaneers
12-8-2022-rams	12/8/2022	2022	rams	17	16	raiders	rams
12-11-2022-bills	12/11/2022	2022	bills	20	12	jets	bills
12-11-2022-bengals	12/11/2022	2022	bengals	23	10	browns	bengals
12-11-2022-cowboys	12/11/2022	2022	cowboys	27	23	texans	cowboys
12-11-2022-broncos	12/11/2022	2022	broncos	28	34	chiefs	chiefs
12-11-2022-lions	12/11/2022	2022	lions	34	23	vikings	lions
12-11-2022-chargers	12/11/2022	2022	chargers	23	17	dolphins	chargers
12-11-2022-giants	12/11/2022	2022	giants	22	48	eagles	eagles
12-11-2022-steelers	12/11/2022	2022	steelers	14	16	ravens	ravens
12-11-2022-49ers	12/11/2022	2022	49ers	35	7	buccaneers	49ers
12-11-2022-seahawks	12/11/2022	2022	seahawks	24	30	panthers	panthers
12-11-2022-titans	12/11/2022	2022	titans	22	36	jaguars	jaguars
12-12-2022-cardinals	12/12/2022	2022	cardinals	13	27	patriots	patriots
12-15-2022-seahawks	12/15/2022	2022	seahawks	13	21	49ers	49ers
12-18-2022-bills	12/18/2022	2022	bills	32	29	dolphins	bills
12-18-2022-panthers	12/18/2022	2022	panthers	16	24	steelers	steelers
12-18-2022-bears	12/18/2022	2022	bears	20	25	eagles	eagles
12-18-2022-browns	12/17/2022	2022	browns	13	3	ravens	browns
12-18-2022-broncos	12/18/2022	2022	broncos	24	15	cardinals	broncos
12-18-2022-texans	12/18/2022	2022	texans	24	30	chiefs	chiefs
12-18-2022-jaguars	12/18/2022	2022	jaguars	40	34	cowboys	jaguars
12-18-2022-raiders	12/18/2022	2022	raiders	30	24	patriots	raiders
12-18-2022-chargers	12/18/2022	2022	chargers	17	14	titans	chargers
12-17-2022-vikings	12/17/2022	2022	vikings	39	36	colts	vikings
12-18-2022-saints	12/18/2022	2022	saints	21	18	falcons	saints
12-18-2022-jets	12/18/2022	2022	jets	17	20	lions	lions
12-18-2022-buccaneers	12/18/2022	2022	buccaneers	23	34	bengals	bengals
12-18-2022-commanders	12/18/2022	2022	commanders	12	20	giants	giants
12-19-2022-packers	12/19/2022	2022	packers	24	12	rams	packers
12-22-2022-jets	12/22/2022	2022	jets	3	19	jaguars	jaguars
12-24-2022-ravens	12/24/2022	2022	ravens	17	9	falcons	ravens
12-24-2022-panthers	12/24/2022	2022	panthers	37	23	lions	panthers
12-24-2022-bears	12/24/2022	2022	bears	13	35	bills	bills
12-24-2022-browns	12/24/2022	2022	browns	10	17	saints	saints
12-24-2022-cowboys	12/24/2022	2022	cowboys	40	34	eagles	cowboys
12-24-2022-chiefs	12/24/2022	2022	chiefs	24	10	seahawks	chiefs
12-24-2022-vikings	12/24/2022	2022	vikings	27	24	giants	vikings
12-24-2022-patriots	12/24/2022	2022	patriots	18	22	bengals	bengals
12-24-2022-steelers	12/24/2022	2022	steelers	13	10	raiders	steelers
12-24-2022-49ers	12/24/2022	2022	49ers	37	20	commanders	49ers
12-24-2022-titans	12/24/2022	2022	titans	14	19	texans	texans
12-25-2022-cardinals	12/25/2022	2022	cardinals	16	19	buccaneers	buccaneers
12-25-2022-rams	12/25/2022	2022	rams	51	14	broncos	rams
12-25-2022-dolphins	12/25/2022	2022	dolphins	20	26	packers	packers
12-26-2022-colts	12/26/2022	2022	colts	3	20	chargers	chargers
12-29-2022-titans	12/29/2022	2022	titans	13	27	cowboys	cowboys
1-1-2023-falcons	1/1/2023	2022	falcons	20	19	cardinals	falcons
1-1-2023-ravens	1/1/2023	2022	ravens	13	16	steelers	steelers
1-1-2023-lions	1/1/2023	2022	lions	41	10	bears	lions
1-1-2023-packers	1/1/2023	2022	packers	41	17	vikings	packers
1-1-2023-texans	1/1/2023	2022	texans	3	31	jaguars	jaguars
1-1-2023-chiefs	1/1/2023	2022	chiefs	27	24	broncos	chiefs
1-1-2023-raiders	1/1/2023	2022	raiders	34	37	49ers	49ers
1-1-2023-chargers	1/1/2023	2022	chargers	31	10	rams	chargers
1-1-2023-patriots	1/1/2023	2022	patriots	23	21	dolphins	patriots
1-1-2023-giants	1/1/2023	2022	giants	38	10	colts	giants
1-1-2023-eagles	1/1/2023	2022	eagles	10	20	saints	saints
1-1-2023-seahawks	1/1/2023	2022	seahawks	23	6	jets	seahawks
1-1-2023-buccaneers	1/1/2023	2022	buccaneers	30	24	panthers	buccaneers
1-1-2023-commanders	1/1/2023	2022	commanders	10	24	browns	browns
1-8-2023-falcons	1/8/2023	2022	falcons	30	17	buccaneers	falcons
1-8-2023-bills	1/8/2023	2022	bills	35	23	patriots	bills
1-8-2023-bears	1/8/2023	2022	bears	13	29	vikings	vikings
1-8-2023-bengals	1/8/2023	2022	bengals	27	16	ravens	bengals
1-8-2023-broncos	1/8/2023	2022	broncos	31	28	chargers	broncos
1-8-2023-packers	1/8/2023	2022	packers	16	20	lions	lions
1-8-2023-colts	1/8/2023	2022	colts	31	32	texans	texans
1-8-2023-jaguars	1/8/2023	2022	jaguars	20	16	titans	jaguars
1-8-2023-raiders	1/8/2023	2022	raiders	13	31	chiefs	chiefs
1-8-2023-dolphins	1/8/2023	2022	dolphins	11	6	jets	dolphins
1-8-2023-saints	1/8/2023	2022	saints	7	10	panthers	panthers
1-8-2023-eagles	1/8/2023	2022	eagles	22	16	giants	eagles
1-8-2023-steelers	1/8/2023	2022	steelers	28	14	browns	steelers
1-8-2023-49ers	1/8/2023	2022	49ers	38	13	cardinals	49ers
1-8-2023-seahawks	1/8/2023	2022	seahawks	19	16	rams	seahawks
1-8-2023-commanders	1/8/2023	2022	commanders	26	6	cowboys	commanders
1-14-2023-49ers	1/14/2023	2022	49ers	41	23	seahawks	49ers
1-14-2023-jaguars	1/14/2023	2022	jaguars	31	30	chargers	jaguars
1-15-2023-bills	1/15/2023	2022	bills	34	31	dolphins	bills
1-15-2023-vikings	1/15/2023	2022	vikings	24	31	giants	giants
1-16-2023-bengals	1/16/2023	2022	bengals	24	17	ravens	bengals
1-16-2023-buccaneers	1/16/2023	2022	buccaneers	14	31	cowboys	cowboys
1-21-2023-chiefs	1/21/2023	2022	chiefs	27	20	jaguars	chiefs
1-21-2023-eagles	1/21/2023	2022	eagles	38	7	giants	eagles
1-22-2023-bills	1/22/2023	2022	bills	10	27	bengals	bengals
1-22-2023-49ers	1/22/2023	2022	49ers	19	12	cowboys	49ers
1-29-2023-eagles	1/29/2023	2022	eagles	31	7	49ers	eagles
1-29-2023-chiefs	1/29/2023	2022	chiefs	23	20	bengals	chiefs
2-12-2023-eagles	2/12/2023	2022	eagles	35	38	chiefs	chiefs
